obs,date,year,month,day,locality,site,bar,station,quadrat,counter,live_dead,size,count,treatment
22538,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,-999,0,rocks
22539,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,-999,0,rocks
22540,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,-999,0,rocks
22541,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,-999,0,rocks
22542,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,-999,0,rocks
22543,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,43,1,rocks
22544,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,29.7,1,rocks
22545,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,29.8,1,rocks
22546,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,16.8,1,rocks
22547,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,29.8,1,rocks
22548,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,11.5,1,rocks
22549,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,24.9,1,rocks
22550,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,18.5,1,rocks
22551,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,38,1,rocks
22552,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,26.3,1,rocks
22553,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,-999,0,rocks
22554,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,21.9,1,rocks
22555,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,13.8,1,rocks
22556,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,15.7,1,rocks
22557,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,30.4,1,rocks
22558,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,19.4,1,rocks
22559,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,15,1,rocks
22560,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,19.5,1,rocks
22561,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,20.1,1,rocks
22562,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,-999,0,rocks
22563,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,15.1,1,rocks
22564,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,14.3,1,rocks
22565,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,26.3,1,rocks
22566,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,25.1,1,rocks
22567,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,19.6,1,rocks
22568,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,-999,10,rocks
22569,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,17.1,1,rocks
22570,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,18.2,1,rocks
22571,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,47.7,1,rocks
22572,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,13.1,1,rocks
22573,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,26.3,1,rocks
22574,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,31.4,1,rocks
22575,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,16.4,1,rocks
22576,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,32.5,1,rocks
22577,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,47.5,1,rocks
22578,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,17.9,1,rocks
22579,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,34.1,1,rocks
22580,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,21.4,1,rocks
22581,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,35.9,1,rocks
22582,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,32.9,1,rocks
22583,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,40.9,1,rocks
22584,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,13.3,1,rocks
22585,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,42.5,1,rocks
22586,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,39.5,1,rocks
22587,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,21.2,1,rocks
22588,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,11.1,1,rocks
22589,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,23.7,1,rocks
22590,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,88.6,1,rocks
22591,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,24.3,1,rocks
22592,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,21.1,1,rocks
22593,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,22.2,1,rocks
22594,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,14.6,1,rocks
22595,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,26.5,1,rocks
22596,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,21.4,1,rocks
22597,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,20.3,1,rocks
22598,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,-999,0,rocks
22599,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,33.2,1,rocks
22600,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,27.2,1,rocks
22601,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,20.2,1,rocks
22602,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,10.5,1,rocks
22603,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,35.3,1,rocks
22604,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,24.8,1,rocks
22605,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,38.3,1,rocks
22606,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,15.3,1,rocks
22607,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,8.5,1,rocks
22608,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,12.2,1,rocks
22609,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,19.4,1,rocks
22610,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,27.3,1,rocks
22611,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,17,1,rocks
22612,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,-999,4,rocks
22613,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,59.5,1,rocks
22614,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,40.3,1,rocks
22615,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,41.6,1,rocks
22616,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,22.1,1,rocks
22617,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,46.6,1,rocks
22618,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,56.4,1,rocks
22619,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,33.6,1,rocks
22620,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,-999,3,rocks
22621,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,-999,0,rocks
22622,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,31.6,1,rocks
22623,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,22.6,1,rocks
22624,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,54,1,rocks
22625,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,24.5,1,rocks
22626,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,40.5,1,rocks
22627,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,24.4,1,rocks
22628,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,50.2,1,rocks
22629,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,52.3,1,rocks
22630,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,17.7,1,rocks
22631,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,36.4,1,rocks
22632,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,-999,31,rocks
22633,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,35.7,1,rocks
22634,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,27.5,1,rocks
22635,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,34.3,1,rocks
22636,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,11.7,1,rocks
22637,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,30.4,1,rocks
22638,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,9.5,1,rocks
22639,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,32.7,1,rocks
22640,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,28.7,1,rocks
22641,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,23,1,rocks
22642,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,37.1,1,rocks
22643,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,67.6,1,rocks
22644,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,63.3,1,rocks
22645,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,21.4,1,rocks
22646,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,26,1,rocks
22647,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,39.3,1,rocks
22648,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,36,1,rocks
22649,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,30.9,1,rocks
22650,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,37.8,1,rocks
22651,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,L,39.2,1,rocks
22652,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,20,1,rocks
22653,11/7/2017,2017,11,7,LC,O,10,LCO10B,-999,Garner,D,37.5,1,rocks
22654,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,39.8,1,rocks
22655,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,54.7,1,rocks
22656,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,81,1,rocks
22657,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,-999,16,rocks
22658,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,-999,0,rocks
22659,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,52.7,1,rocks
22660,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,46.4,1,rocks
22661,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,61.7,1,rocks
22662,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,56.5,1,rocks
22663,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,52.7,1,rocks
22664,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,31.7,1,rocks
22665,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,33.2,1,rocks
22666,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,39,1,rocks
22667,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,16.5,1,rocks
22668,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,4.6,1,rocks
22669,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,3.6,1,rocks
22670,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,17.9,1,rocks
22671,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,24.5,1,rocks
22672,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,13.6,1,rocks
22673,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,11.6,1,rocks
22674,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,13.8,1,rocks
22675,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,14,1,rocks
22676,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,16.3,1,rocks
22677,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,34.4,1,rocks
22678,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,60.2,1,rocks
22679,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,42.7,1,rocks
22680,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,28.9,1,rocks
22681,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,40.2,1,rocks
22682,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,41.1,1,rocks
22683,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,24.3,1,rocks
22684,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,4.6,1,rocks
22685,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,22.7,1,rocks
22686,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,31,1,rocks
22687,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,19.2,1,rocks
22688,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,22.4,1,rocks
22689,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,25.7,1,rocks
22690,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,19.3,1,rocks
22691,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,31,1,rocks
22692,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,16.3,1,rocks
22693,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,21.2,1,rocks
22694,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,24.5,1,rocks
22695,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,21,1,rocks
22696,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,29,1,rocks
22697,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,17.8,1,rocks
22698,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,78.4,1,rocks
22699,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,19.1,1,rocks
22700,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,31.3,1,rocks
22701,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,18.2,1,rocks
22702,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,19.6,1,rocks
22703,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,21,1,rocks
22704,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,26.9,1,rocks
22705,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,26.8,1,rocks
22706,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,29.5,1,rocks
22707,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,31.2,1,rocks
22708,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,23.5,1,rocks
22709,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,24.2,1,rocks
22710,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,33.6,1,rocks
22711,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,16.7,1,rocks
22712,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,43,1,rocks
22713,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,30.3,1,rocks
22714,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,15,1,rocks
22715,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,21.4,1,rocks
22716,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,19.6,1,rocks
22717,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,17.3,1,rocks
22718,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,36.2,1,rocks
22719,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,40.9,1,rocks
22720,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,19.8,1,rocks
22721,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,14.6,1,rocks
22722,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,31.5,1,rocks
22723,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,40.9,1,rocks
22724,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,74.2,1,rocks
22725,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,26.3,1,rocks
22726,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,34.4,1,rocks
22727,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,17.9,1,rocks
22728,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,22,1,rocks
22729,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,55.7,1,rocks
22730,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,24.5,1,rocks
22731,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,36.3,1,rocks
22732,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,26.9,1,rocks
22733,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,10.8,1,rocks
22734,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,17.3,1,rocks
22735,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,12.6,1,rocks
22736,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,13.6,1,rocks
22737,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,18.7,1,rocks
22738,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,10.6,1,rocks
22739,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,16,1,rocks
22740,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,15.5,1,rocks
22741,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,-999,14,rocks
22742,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,-999,0,rocks
22743,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,26.4,1,rocks
22744,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,39.2,1,rocks
22745,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,45.3,1,rocks
22746,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,23.1,1,rocks
22747,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,49.4,1,rocks
22748,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,29.7,1,rocks
22749,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,17.8,1,rocks
22750,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,41.8,1,rocks
22751,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,32.5,1,rocks
22752,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,39.4,1,rocks
22753,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,28.5,1,rocks
22754,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,40.9,1,rocks
22755,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,18.7,1,rocks
22756,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,52.4,1,rocks
22757,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,57,1,rocks
22758,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,20.1,1,rocks
22759,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,63.9,1,rocks
22760,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,-999,0,rocks
22761,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,-999,0,rocks
22762,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,15,1,rocks
22763,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,14,1,rocks
22764,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,-999,0,rocks
22765,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,-999,0,rocks
22766,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,19.8,1,rocks
22767,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,22.9,1,rocks
22768,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,6.3,1,rocks
22769,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,11.4,1,rocks
22770,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,13.4,1,rocks
22771,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,69.3,1,rocks
22772,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,19.7,1,rocks
22773,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,11.5,1,rocks
22774,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,13.4,1,rocks
22775,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,15.2,1,rocks
22776,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,19.8,1,rocks
22777,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,4.9,1,rocks
22778,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,22.8,1,rocks
22779,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,23.1,1,rocks
22780,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,17.7,1,rocks
22781,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,3,1,rocks
22782,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,19.5,1,rocks
22783,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,61.4,1,rocks
22784,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,71.4,1,rocks
22785,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,38.3,1,rocks
22786,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,62.7,1,rocks
22787,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,103.5,1,rocks
22788,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,-999,0,rocks
22789,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,20.8,1,rocks
22790,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,61.3,1,rocks
22791,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,19.1,1,rocks
22792,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,85.3,1,rocks
22793,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,25,1,rocks
22794,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,14.5,1,rocks
22795,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,37.3,1,rocks
22796,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,18.4,1,rocks
22797,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,21.1,1,rocks
22798,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,26.3,1,rocks
22799,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,52.7,1,rocks
22800,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,16.6,1,rocks
22801,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,64.4,1,rocks
22802,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,-999,0,rocks
22803,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,11.5,1,rocks
22804,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,16.1,1,rocks
22805,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,25.4,1,rocks
22806,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,-999,1,rocks
22807,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,13.5,1,rocks
22808,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,16.1,1,rocks
22809,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,16,1,rocks
22810,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,20.4,1,rocks
22811,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,20.4,1,rocks
22812,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,23.8,1,rocks
22813,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,23.5,1,rocks
22814,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,41.1,1,rocks
22815,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,76.3,1,rocks
22816,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,L,51.8,1,rocks
22817,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,34.2,1,rocks
22818,11/7/2017,2017,11,7,LC,O,11,LCO11A,-999,Garner,D,79,1,rocks
22819,11/7/2017,2017,11,7,LC,O,11,LCO11B,-999,Garner,L,16.1,1,control
22820,11/7/2017,2017,11,7,LC,O,11,LCO11B,-999,Garner,L,16,1,control
22821,11/7/2017,2017,11,7,LC,O,11,LCO11B,-999,Garner,L,20.7,1,control
22822,11/7/2017,2017,11,7,LC,O,11,LCO11B,-999,Garner,L,11.1,1,control
22823,11/7/2017,2017,11,7,LC,O,11,LCO11B,-999,Garner,L,16.4,1,control
